,Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value,Origin Firm,Origin Firm Profit,Origin output,#trading partners,destination Firm,destination Firm Profit,destination output,distance between origin and destination,colonised(1/0),common_lang(1/0),hsbc presence in destination,gdp of source,Percet Import,Y
1123,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,9,"Coffee, tea, mate and spices",A,Annual,A,Annual,USD,US$,2017,,,,594032.0149,"Coffee, tea, mate and spices - Hong Kong, China- Ltd.",30271679.35,201811195.7,35,"Coffee, tea, mate and spices - United Arab Emirates- Ltd.",89104.80224,594032.0149,6130,0,0,1,3.83E+11,100,1
1124,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",A,Annual,A,Annual,USD,US$,2017,,,,29096.59,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder - Hong Kong, China- Ltd.",1907546.644,12716977.63,21,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder - United Arab Emirates- Ltd.",4364.4885,29096.59,6130,0,0,1,3.83E+11,100,1
1125,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,15,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,A,Annual,A,Annual,USD,US$,2017,,,,430614.5703,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes - Hong Kong, China- Ltd.",18016277.2,120108514.7,29,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes - United Arab Emirates- Ltd.,64592.18555,430614.5703,6130,0,0,1,3.83E+11,100,1
1126,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",A,Annual,A,Annual,USD,US$,2017,,,,318407.5963,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates - Hong Kong, China- Ltd.",12654365.55,84362436.99,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates - United Arab Emirates- Ltd.",47761.13945,318407.5963,6130,0,0,1,3.83E+11,100,1
1127,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,17,Sugars and sugar confectionery,A,Annual,A,Annual,USD,US$,2017,,,,30796.52263,"Sugars and sugar confectionery - Hong Kong, China- Ltd.",40255436.63,268369577.6,27,Sugars and sugar confectionery - United Arab Emirates- Ltd.,4619.478395,30796.52263,6130,0,0,1,3.83E+11,100,1
1128,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,18,Cocoa and cocoa preparations,A,Annual,A,Annual,USD,US$,2017,,,,993012.6712,"Cocoa and cocoa preparations - Hong Kong, China- Ltd.",23897854.63,159319030.8,27,Cocoa and cocoa preparations - United Arab Emirates- Ltd.,148951.9007,993012.6712,6130,0,0,1,3.83E+11,100,1
1129,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",A,Annual,A,Annual,USD,US$,2017,,,,2744781.317,"Preparations of cereals, flour, starch or milk; pastrycooks' products - Hong Kong, China- Ltd.",25480317.87,169868785.8,33,"Preparations of cereals, flour, starch or milk; pastrycooks' products - United Arab Emirates- Ltd.",411717.1976,2744781.317,6130,0,0,1,3.83E+11,100,1
1130,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,20,"Preparations of vegetables, fruit, nuts or other parts of plants",A,Annual,A,Annual,USD,US$,2017,,,,376172.5853,"Preparations of vegetables, fruit, nuts or other parts of plants - Hong Kong, China- Ltd.",16262676.1,108417840.7,29,"Preparations of vegetables, fruit, nuts or other parts of plants - United Arab Emirates- Ltd.",56425.8878,376172.5853,6130,0,0,1,3.83E+11,100,1
1131,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,21,Miscellaneous edible preparations,A,Annual,A,Annual,USD,US$,2017,,,,122661.0208,"Miscellaneous edible preparations - Hong Kong, China- Ltd.",21629264.74,144195098.3,31,Miscellaneous edible preparations - United Arab Emirates- Ltd.,18399.15312,122661.0208,6130,0,0,1,3.83E+11,100,1
1132,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,22,"Beverages, spirits and vinegar",A,Annual,A,Annual,USD,US$,2017,,,,197942.9635,"Beverages, spirits and vinegar - Hong Kong, China- Ltd.",8856388.381,59042589.21,28,"Beverages, spirits and vinegar - United Arab Emirates- Ltd.",29691.44453,197942.9635,6130,0,0,1,3.83E+11,100,1
1133,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,23,Residues and waste from the food industries; prepared animal fodder,A,Annual,A,Annual,USD,US$,2017,,,,5351.425914,"Residues and waste from the food industries; prepared animal fodder - Hong Kong, China- Ltd.",1942741.356,12951609.04,16,Residues and waste from the food industries; prepared animal fodder - United Arab Emirates- Ltd.,802.7138871,5351.425914,6130,0,0,1,3.83E+11,100,1
1134,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,24,Tobacco and manufactured tobacco substitutes,A,Annual,A,Annual,USD,US$,2017,,,,843554.3579,"Tobacco and manufactured tobacco substitutes - Hong Kong, China- Ltd.",13987752.82,93251685.49,34,Tobacco and manufactured tobacco substitutes - United Arab Emirates- Ltd.,126533.1537,843554.3579,6130,0,0,1,3.83E+11,100,1
1135,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",A,Annual,A,Annual,USD,US$,2017,,,,2658.582748,"Salt; sulphur; earths and stone; plastering materials, lime and cement - Hong Kong, China- Ltd.",59898959.31,399326395.4,30,"Salt; sulphur; earths and stone; plastering materials, lime and cement - United Arab Emirates- Ltd.",398.7874122,2658.582748,6130,0,0,1,3.83E+11,100,1
1136,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",A,Annual,A,Annual,USD,US$,2017,,,,39393019.99,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes - Hong Kong, China- Ltd.",8851734527,59011563511,38,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes - United Arab Emirates- Ltd.",5908952.999,39393019.99,6130,0,0,1,3.83E+11,100,1
1137,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes",A,Annual,A,Annual,USD,US$,2017,,,,878681.808,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes - Hong Kong, China- Ltd.",11977462.08,79849747.18,31,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes - United Arab Emirates- Ltd.",131802.2712,878681.808,6130,0,0,1,3.83E+11,100,1
1138,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,29,Organic chemicals,A,Annual,A,Annual,USD,US$,2017,,,,17887.27424,"Organic chemicals - Hong Kong, China- Ltd.",143631134.9,957540899.6,37,Organic chemicals - United Arab Emirates- Ltd.,2683.091136,17887.27424,6130,0,0,1,3.83E+11,100,1
1139,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,31,Fertilisers,A,Annual,A,Annual,USD,US$,2017,,,,41956.30834,"Fertilisers - Hong Kong, China- Ltd.",52523170.29,350154468.6,20,Fertilisers - United Arab Emirates- Ltd.,6293.446251,41956.30834,6130,0,0,1,3.83E+11,100,1
1140,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks",A,Annual,A,Annual,USD,US$,2017,,,,1035335.451,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks - Hong Kong, China- Ltd.",17587295.67,117248637.8,39,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks - United Arab Emirates- Ltd.",155300.3176,1035335.451,6130,0,0,1,3.83E+11,100,1
1141,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",A,Annual,A,Annual,USD,US$,2017,,,,11356393.42,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations - Hong Kong, China- Ltd.",61862829.77,412418865.2,40,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations - United Arab Emirates- Ltd.",1703459.013,11356393.42,6130,0,0,1,3.83E+11,100,1
1142,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,34,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes",A,Annual,A,Annual,USD,US$,2017,,,,160901.1645,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes - Hong Kong, China- Ltd.",20759030.07,138393533.8,39,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes - United Arab Emirates- Ltd.",24135.17468,160901.1645,6130,0,0,1,3.83E+11,100,1
1143,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,35,Albuminoidal substances; modified starches; glues; enzymes,A,Annual,A,Annual,USD,US$,2017,,,,638832.4512,"Albuminoidal substances; modified starches; glues; enzymes - Hong Kong, China- Ltd.",1579015.245,10526768.3,31,Albuminoidal substances; modified starches; glues; enzymes - United Arab Emirates- Ltd.,95824.86768,638832.4512,6130,0,0,1,3.83E+11,100,1
1144,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,37,Photographic or cinematographic goods,A,Annual,A,Annual,USD,US$,2017,,,,131396.4007,"Photographic or cinematographic goods - Hong Kong, China- Ltd.",92968.32789,619788.8526,16,Photographic or cinematographic goods - United Arab Emirates- Ltd.,19709.46011,131396.4007,6130,0,0,1,3.83E+11,100,1
1145,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,38,Miscellaneous chemical products,A,Annual,A,Annual,USD,US$,2017,,,,689063.4844,"Miscellaneous chemical products - Hong Kong, China- Ltd.",23860748.78,159071658.5,39,Miscellaneous chemical products - United Arab Emirates- Ltd.,103359.5227,689063.4844,6130,0,0,1,3.83E+11,100,1
1146,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,39,Plastics and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,28777909.34,"Plastics and articles thereof - Hong Kong, China- Ltd.",565412615.5,3769417437,44,Plastics and articles thereof - United Arab Emirates- Ltd.,4316686.401,28777909.34,6130,0,0,1,3.83E+11,100,1
1147,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,40,Rubber and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,14249953.74,"Rubber and articles thereof - Hong Kong, China- Ltd.",16557842.09,110385613.9,39,Rubber and articles thereof - United Arab Emirates- Ltd.,2137493.061,14249953.74,6130,0,0,1,3.83E+11,100,1
1148,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,41,Raw hides and skins (other than furskins) and leather,A,Annual,A,Annual,USD,US$,2017,,,,1303559.876,"Raw hides and skins (other than furskins) and leather - Hong Kong, China- Ltd.",319720.6998,2131471.332,12,Raw hides and skins (other than furskins) and leather - United Arab Emirates- Ltd.,195533.9814,1303559.876,6130,0,0,1,3.83E+11,100,1
1149,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",A,Annual,A,Annual,USD,US$,2017,,,,361992.1086,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut) - Hong Kong, China- Ltd.",3122193.163,20814621.09,40,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut) - United Arab Emirates- Ltd.",54298.81629,361992.1086,6130,0,0,1,3.83E+11,100,1
1150,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,43,Furskins and artificial fur; manufactures thereof,A,Annual,A,Annual,USD,US$,2017,,,,152993.9371,"Furskins and artificial fur; manufactures thereof - Hong Kong, China- Ltd.",257881.078,1719207.187,7,Furskins and artificial fur; manufactures thereof - United Arab Emirates- Ltd.,22949.09057,152993.9371,6130,0,0,1,3.83E+11,100,1
1151,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,44,Wood and articles of wood; wood charcoal,A,Annual,A,Annual,USD,US$,2017,,,,43135.27732,"Wood and articles of wood; wood charcoal - Hong Kong, China- Ltd.",3342310.923,22282072.82,32,Wood and articles of wood; wood charcoal - United Arab Emirates- Ltd.,6470.291598,43135.27732,6130,0,0,1,3.83E+11,100,1
1152,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",A,Annual,A,Annual,USD,US$,2017,,,,448202.8679,"Paper and paperboard; articles of paper pulp, of paper or of paperboard - Hong Kong, China- Ltd.",27467338.78,183115591.9,41,"Paper and paperboard; articles of paper pulp, of paper or of paperboard - United Arab Emirates- Ltd.",67230.43019,448202.8679,6130,0,0,1,3.83E+11,100,1
